TABLE NO.  1
 NMROW       TVKA        TVV2        TVV3        TVCL        KA          V2          V3          CL          Q           IPRED       Y           DV          PRED        RES         WRES
  1.0600E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  4.0320E-01  3.0969E-01  0.0000E+00  4.7289E-01  0.0000E+00  0.0000E+00
  1.0700E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  3.4711E-01  1.6491E-01  0.0000E+00  4.0299E-01  0.0000E+00  0.0000E+00
  1.0800E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  3.1067E-01  2.0825E-01  0.0000E+00  3.5035E-01  0.0000E+00  0.0000E+00
  1.0900E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.8591E-01  3.1010E-01  0.0000E+00  3.1030E-01  0.0000E+00  0.0000E+00
  1.1000E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.6814E-01  2.6560E-01  0.0000E+00  2.7944E-01  0.0000E+00  0.0000E+00
  1.1100E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.5459E-01  2.8812E-01  0.0000E+00  2.5530E-01  0.0000E+00  0.0000E+00
  1.1200E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.4361E-01  4.2268E-01  0.0000E+00  2.3611E-01  0.0000E+00  0.0000E+00
  1.1300E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.3424E-01  1.6445E-01  0.0000E+00  2.2055E-01  0.0000E+00  0.0000E+00
  1.1400E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.2592E-01  3.1496E-01  0.0000E+00  2.0768E-01  0.0000E+00  0.0000E+00
  1.1500E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.1829E-01  2.6368E-01  0.0000E+00  1.9682E-01  0.0000E+00  0.0000E+00
  1.1600E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.1116E-01  2.7260E-01  0.0000E+00  1.8746E-01  0.0000E+00  0.0000E+00
  1.1700E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.0441E-01  2.9657E-01  0.0000E+00  1.7924E-01  0.0000E+00  0.0000E+00
  1.1800E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.9795E-01  2.6789E-01  0.0000E+00  1.7189E-01  0.0000E+00  0.0000E+00
  1.1900E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.9174E-01  1.6551E-01  0.0000E+00  1.6521E-01  0.0000E+00  0.0000E+00
  1.2000E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.8576E-01  3.0588E-01  0.0000E+00  1.5907E-01  0.0000E+00  0.0000E+00
  1.2100E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.7999E-01  1.1917E-01  0.0000E+00  1.5336E-01  0.0000E+00  0.0000E+00
  1.2200E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.7440E-01  1.6904E-01  0.0000E+00  1.4800E-01  0.0000E+00  0.0000E+00
  1.2300E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.6899E-01  2.2043E-01  0.0000E+00  1.4294E-01  0.0000E+00  0.0000E+00
  1.2400E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.5367E+00  2.2448E+00  0.0000E+00  1.5835E+00  0.0000E+00  0.0000E+00
  1.2500E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.8903E+00  2.2524E+00  0.0000E+00  1.3826E+00  0.0000E+00  0.0000E+00
  1.2600E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.2719E+00  8.1298E-01  0.0000E+00  1.0920E+00  0.0000E+00  0.0000E+00
  1.2700E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  8.7692E-01  1.2254E+00  0.0000E+00  8.6260E-01  0.0000E+00  0.0000E+00
  1.2800E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  6.3727E-01  7.3930E-01  0.0000E+00  6.9205E-01  0.0000E+00  0.0000E+00
  1.2900E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  4.9200E-01  3.7887E-01  0.0000E+00  5.6596E-01  0.0000E+00  0.0000E+00
  1.3000E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  4.0276E-01  4.1168E-01  0.0000E+00  4.7239E-01  0.0000E+00  0.0000E+00
  1.3100E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  3.4668E-01  4.1128E-01  0.0000E+00  4.0251E-01  0.0000E+00  0.0000E+00
  1.3200E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  3.1025E-01  4.5433E-01  0.0000E+00  3.4989E-01  0.0000E+00  0.0000E+00
  1.3300E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.8551E-01  2.1641E-01  0.0000E+00  3.0985E-01  0.0000E+00  0.0000E+00
  1.3400E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.6775E-01  2.5786E-01  0.0000E+00  2.7900E-01  0.0000E+00  0.0000E+00
  1.3500E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.5421E-01  2.1450E-01  0.0000E+00  2.5488E-01  0.0000E+00  0.0000E+00
  1.3600E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.4324E-01  1.5891E-01  0.0000E+00  2.3570E-01  0.0000E+00  0.0000E+00
  1.3700E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.3389E-01  1.8259E-01  0.0000E+00  2.2015E-01  0.0000E+00  0.0000E+00
  1.3800E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.2557E-01  2.3043E-01  0.0000E+00  2.0730E-01  0.0000E+00  0.0000E+00
  1.3900E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.1796E-01  2.2840E-01  0.0000E+00  1.9645E-01  0.0000E+00  0.0000E+00
  1.4000E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.1084E-01  1.2733E-01  0.0000E+00  1.8710E-01  0.0000E+00  0.0000E+00
  1.4100E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.0409E-01  1.8282E-01  0.0000E+00  1.7889E-01  0.0000E+00  0.0000E+00
  1.4200E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.9764E-01  2.0842E-01  0.0000E+00  1.7155E-01  0.0000E+00  0.0000E+00
  1.4300E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.9145E-01  2.1744E-01  0.0000E+00  1.6489E-01  0.0000E+00  0.0000E+00
  1.4400E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.8548E-01  2.0236E-01  0.0000E+00  1.5876E-01  0.0000E+00  0.0000E+00
  1.4500E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.7971E-01  1.9976E-01  0.0000E+00  1.5306E-01  0.0000E+00  0.0000E+00
  1.4600E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.7413E-01  2.1627E-01  0.0000E+00  1.4771E-01  0.0000E+00  0.0000E+00
  1.4700E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.6873E-01  1.9883E-01  0.0000E+00  1.4266E-01  0.0000E+00  0.0000E+00
  1.4800E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.5364E+00  2.2064E+00  0.0000E+00  1.5832E+00  0.0000E+00  0.0000E+00
  1.4900E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.8900E+00  1.8129E+00  0.0000E+00  1.3824E+00  0.0000E+00  0.0000E+00
  1.5000E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.2717E+00  1.4231E+00  0.0000E+00  1.0918E+00  0.0000E+00  0.0000E+00
  1.5100E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  8.7669E-01  8.8811E-01  0.0000E+00  8.6235E-01  0.0000E+00  0.0000E+00
  1.5200E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  6.3705E-01  5.6337E-01  0.0000E+00  6.9181E-01  0.0000E+00  0.0000E+00
  1.5300E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  4.9178E-01  5.9148E-01  0.0000E+00  5.6572E-01  0.0000E+00  0.0000E+00
  1.5400E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  4.0255E-01  5.0452E-01  0.0000E+00  4.7216E-01  0.0000E+00  0.0000E+00
  1.5500E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  3.4648E-01  3.8078E-01  0.0000E+00  4.0229E-01  0.0000E+00  0.0000E+00
  1.5600E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  3.1006E-01  4.4693E-01  0.0000E+00  3.4968E-01  0.0000E+00  0.0000E+00
  1.5700E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.8532E-01  3.7492E-01  0.0000E+00  3.0964E-01  0.0000E+00  0.0000E+00
  1.5800E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.6757E-01  3.2768E-01  0.0000E+00  2.7880E-01  0.0000E+00  0.0000E+00
  1.5900E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.5403E-01  1.8663E-01  0.0000E+00  2.5469E-01  0.0000E+00  0.0000E+00
  1.6000E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.4307E-01  2.1387E-01  0.0000E+00  2.3551E-01  0.0000E+00  0.0000E+00
  1.6100E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.3372E-01  2.0707E-01  0.0000E+00  2.1997E-01  0.0000E+00  0.0000E+00
  1.6200E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.2541E-01  2.4912E-01  0.0000E+00  2.0713E-01  0.0000E+00  0.0000E+00
  1.6300E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.1780E-01  1.3305E-01  0.0000E+00  1.9628E-01  0.0000E+00  0.0000E+00
  1.6400E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.1068E-01  2.1624E-01  0.0000E+00  1.8694E-01  0.0000E+00  0.0000E+00
  1.6500E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  2.0394E-01  1.3329E-01  0.0000E+00  1.7873E-01  0.0000E+00  0.0000E+00
  1.6600E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.9750E-01  2.0565E-01  0.0000E+00  1.7140E-01  0.0000E+00  0.0000E+00
  1.6700E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.9131E-01  1.2340E-01  0.0000E+00  1.6474E-01  0.0000E+00  0.0000E+00
  1.6800E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.8534E-01  2.5987E-01  0.0000E+00  1.5862E-01  0.0000E+00  0.0000E+00
  1.6900E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.7958E-01  2.0534E-01  0.0000E+00  1.5292E-01  0.0000E+00  0.0000E+00
  1.7000E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.7401E-01  1.2828E-01  0.0000E+00  1.4758E-01  0.0000E+00  0.0000E+00
  1.7100E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  4.0457E+01  1.5006E+02  1.1899E+01  8.4865E+00  1.6861E-01  2.0078E-01  0.0000E+00  1.4252E-01  0.0000E+00  0.0000E+00
  1.7200E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.7300E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.7400E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  9.7942E-01  7.4648E-01  0.0000E+00  1.4163E+00  0.0000E+00  0.0000E+00
  1.7500E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  1.3579E+00  1.1828E+00  0.0000E+00  1.8846E+00  0.0000E+00  0.0000E+00
  1.7600E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  1.4277E+00  1.6790E+00  0.0000E+00  1.8979E+00  0.0000E+00  0.0000E+00
  1.7700E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  1.3497E+00  1.4373E+00  0.0000E+00  1.7166E+00  0.0000E+00  0.0000E+00
  1.7800E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  1.2108E+00  1.6292E+00  0.0000E+00  1.4729E+00  0.0000E+00  0.0000E+00
  1.7900E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  1.0562E+00  6.9822E-01  0.0000E+00  1.2299E+00  0.0000E+00  0.0000E+00
  1.8000E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  9.0775E-01  1.0313E+00  0.0000E+00  1.0141E+00  0.0000E+00  0.0000E+00
  1.8100E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  7.7503E-01  8.1031E-01  0.0000E+00  8.3369E-01  0.0000E+00  0.0000E+00
  1.8200E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  6.6091E-01  5.2373E-01  0.0000E+00  6.8804E-01  0.0000E+00  0.0000E+00
  1.8300E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  5.6507E-01  5.9956E-01  0.0000E+00  5.7293E-01  0.0000E+00  0.0000E+00
  1.8400E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  4.8571E-01  2.8909E-01  0.0000E+00  4.8311E-01  0.0000E+00  0.0000E+00
  1.8500E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  4.2054E-01  5.9216E-01  0.0000E+00  4.1349E-01  0.0000E+00  0.0000E+00
  1.8600E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  3.6723E-01  2.6309E-01  0.0000E+00  3.5963E-01  0.0000E+00  0.0000E+00
  1.8700E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  3.2368E-01  4.5638E-01  0.0000E+00  3.1786E-01  0.0000E+00  0.0000E+00
  1.8800E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  2.8806E-01  2.8396E-01  0.0000E+00  2.8527E-01  0.0000E+00  0.0000E+00
  1.8900E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  2.5882E-01  2.9776E-01  0.0000E+00  2.5961E-01  0.0000E+00  0.0000E+00
  1.9000E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  2.3470E-01  2.7425E-01  0.0000E+00  2.3916E-01  0.0000E+00  0.0000E+00
  1.9100E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  2.1468E-01  1.5568E-01  0.0000E+00  2.2260E-01  0.0000E+00  0.0000E+00
  1.9200E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  1.9793E-01  1.6103E-01  0.0000E+00  2.0896E-01  0.0000E+00  0.0000E+00
  1.9300E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  1.8379E-01  1.6696E-01  0.0000E+00  1.9751E-01  0.0000E+00  0.0000E+00
  1.9400E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  1.7174E-01  1.4829E-01  0.0000E+00  1.8772E-01  0.0000E+00  0.0000E+00
  1.9500E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  1.6137E-01  1.7366E-01  0.0000E+00  1.7918E-01  0.0000E+00  0.0000E+00
  1.9600E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  1.5234E-01  1.8365E-01  0.0000E+00  1.7160E-01  0.0000E+00  0.0000E+00
  1.9700E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  1.4439E-01  1.0775E-01  0.0000E+00  1.6477E-01  0.0000E+00  0.0000E+00
  1.9800E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  1.4439E-01  1.7505E-01  0.0000E+00  1.6477E-01  0.0000E+00  0.0000E+00
  1.9900E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  6.2703E-01  7.9609E-01  0.0000E+00  8.6665E-01  0.0000E+00  0.0000E+00
  2.0000E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  8.0995E-01  6.9052E-01  0.0000E+00  1.0950E+00  0.0000E+00  0.0000E+00
  2.0100E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  8.3906E-01  8.4074E-01  0.0000E+00  1.0963E+00  0.0000E+00  0.0000E+00
  2.0200E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  7.9480E-01  6.9109E-01  0.0000E+00  1.0005E+00  0.0000E+00  0.0000E+00
  2.0300E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  7.2050E-01  8.6744E-01  0.0000E+00  8.7386E-01  0.0000E+00  0.0000E+00
  2.0400E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  6.3867E-01  4.2607E-01  0.0000E+00  7.4775E-01  0.0000E+00  0.0000E+00
  2.0500E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  5.6023E-01  5.2130E-01  0.0000E+00  6.3547E-01  0.0000E+00  0.0000E+00
  2.0600E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  4.8990E-01  5.3023E-01  0.0000E+00  5.4104E-01  0.0000E+00  0.0000E+00
  2.0700E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  4.2909E-01  5.4958E-01  0.0000E+00  4.6416E-01  0.0000E+00  0.0000E+00
  2.0800E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  3.7762E-01  4.6090E-01  0.0000E+00  4.0270E-01  0.0000E+00  0.0000E+00
  2.0900E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  3.3456E-01  2.6513E-01  0.0000E+00  3.5403E-01  0.0000E+00  0.0000E+00
  2.1000E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  2.9874E-01  2.6345E-01  0.0000E+00  3.1559E-01  0.0000E+00  0.0000E+00
  2.1100E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  2.6900E-01  2.6965E-01  0.0000E+00  2.8515E-01  0.0000E+00  0.0000E+00
  2.1200E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  5.4164E-01  1.1382E+02  1.5006E+02  1.6790E+01  8.4865E+00  2.4427E-01  2.4907E-01  0.0000E+00  2.6088E-01  0.0000E+00  0.0000E+00
